text_clean,text_preprocess
alhamdulillah pak prabowo dan mas gibran telah di lantik resmi menjadi presiden dan wakil presiden selamat saya bangga dengan pak prabowo menyambut para tamu negara satu per satu tanpa liat catatan hafal nama nama masingquot semoga bangsa indonesia lebih baik lagi ke depan nya aamiin,"['alhamdulillah', 'prabowo', 'mas', 'gibran', 'lantik', 'resmi', 'presiden', 'wakil', 'presiden', 'selamat', 'bangga', 'prabowo', 'sambut', 'tamu', 'negara', 'liat', 'catat', 'hafal', 'nama', 'nama', 'masingquot', 'moga', 'bangsa', 'indonesia', 'nya', 'aamiin']"
selamat  atas pelantikan  presiden pilihankubrsemoga bapak sehat  dan selamat bekerja,"['selamat', 'lantik', 'presiden', 'pilihankubrsemoga', 'sehat', 'selamat']"
admin apakah channel ini akan terus di lanjutkan juga sama admin pemerintahan baru atau bikin channel sendiri ,"['admin', 'channel', 'lanjut', 'admin', 'perintah', 'bikin', 'channel']"
ya elaaah bentar ada suara bentar gak ada bentar kecil bentar gede gak profesional teknisi nya,"['ya', 'elaaah', 'bentar', 'suara', 'bentar', 'gak', 'bentar', 'bentar', 'gede', 'gak', 'profesional', 'teknisi', 'nya']"
gagal donk anak abah yg mau menjatuhkan gibran,"['gagal', 'donk', 'anak', 'abah', 'yg', 'jatuh', 'gibran']"
genjeerr lg colli,"['genjeerr', 'lg', 'colli']"
makmud modol,"['makmud', 'modol']"
anis ada we omg ,"['anis', 'we', 'omg']"
mak banteng lagi pilek,"['mak', 'banteng', 'pilek']"
akhirnya inilah yang saya tunggu,['tunggu']
semoga indonesia semakin kuat makmur aamiinbru anak abah semoga lapang dada dan melanjutkan hidup dgn damai dalam kerangka nkri  aamiin and free palestine free aamiin,"['moga', 'indonesia', 'kuat', 'makmur', 'aamiinbru', 'anak', 'abah', 'moga', 'lapang', 'dada', 'lanjut', 'hidup', 'dgn', 'damai', 'kerangka', 'nkri', 'aamiin', 'and', 'free', 'palestine', 'free', 'aamiin']"
t backsoundnya apan coba orang teriak teriak ngobrol lagi acara  gimana sih ini tim dokumentasinya ngeselin banget acara kenegaraan tapi backsoundnya acara panggung hiburan bad sound,"['t', 'backsoundnya', 'apan', 'coba', 'orang', 'teriak', 'teriak', 'ngobrol', 'acara', 'gimana', 'sih', 'tim', 'dokumentasi', 'ngeselin', 'banget', 'acara', 'negara', 'backsoundnya', 'acara', 'panggung', 'hibur', 'bad', 'sound']"
ini lah wakil persiden ter muda di dunia semoga tetap lancar dalam menjalankan tugas dan tanggung jawab nya sebagai wakil persiden  ri,"['wakil', 'persiden', 'ter', 'muda', 'dunia', 'moga', 'lancar', 'jalan', 'tugas', 'tanggung', 'nya', 'wakil', 'persiden', 'ri']"
biru perjuangan gitu,"['biru', 'juang', 'gitu']"
keren hafal smuaa bapak jendral ,"['keren', 'hafal', 'smuaa', 'jendral']"
semoga aja presiden dan para mentri  dpr dprd wakil kepala desa walikota gubernur semoga aja tugasnya jangan omdo dan semoga aja tidak terkait korupsi udh dijabat semoga ga korupsi,"['moga', 'aja', 'presiden', 'tri', 'dpr', 'dprd', 'wakil', 'kepala', 'desa', 'walikota', 'gubernur', 'moga', 'aja', 'tugas', 'omdo', 'moga', 'aja', 'kait', 'korupsi', 'udh', 'jabat', 'moga', 'ga', 'korupsi']"
slamat dan sukses atas pelantikan bapak pranowo sebagai presiden ri semoga selalu sehat,"['slamat', 'sukses', 'lantik', 'pranowo', 'presiden', 'ri', 'moga', 'sehat']"
terima kasih pak joko widodo presiden ke  ku atas dedikasi bpkbekerja keras tanpa lelah menuju indonesia maju dan semoga pak prabowo mengemban tugasnya sebagai presiden yg lebih baik lagi dan bisa memperjuangkan kemerdekaan palestina,"['terima', 'kasih', 'joko', 'widodo', 'presiden', 'ku', 'dedikasi', 'bpkbekerja', 'keras', 'lelah', 'indonesia', 'maju', 'moga', 'prabowo', 'emban', 'tugas', 'presiden', 'yg', 'juang', 'merdeka', 'palestina']"
bersatu kita hebat bersama kita kuat merdeka bersatu lah bangsa ku i love you indonesia,"['satu', 'hebat', 'kuat', 'merdeka', 'satu', 'bangsa', 'ku', 'i', 'love', 'you', 'indonesia']"
masyaallah bapak my president ,"['masyaallah', 'my', 'president']"
anjrit ngapain sengkuni amin rais disitu gaes,"['anjrit', 'ngapain', 'sengkuni', 'amin', 'rais', 'situ', 'gaes']"
s a h,"['s', 'a', 'h']"
alam pun ikut mendukung kedatangan presiden prabowo subiantomasya allah,"['alam', 'dukung', 'datang', 'presiden', 'prabowo', 'subiantomasya', 'allah']"
liat tuh wajah nyungsep n malu si sengkunimbah amin,"['liat', 'tuh', 'wajah', 'nyungsep', 'n', 'malu', 'si', 'sengkunimbah', 'amin']"
bener pak pemimpin itu harus inget harus sadar pemimpen d pilih rakyat tpi skrng ini blm bnyk pemimpin yang berfikir pak masih ada pemimpin yang memikirkan diri sendiri dan bekerja untuk diri sendiri dia lupa kalu ada rakyat yang perlu d layani,"['bener', 'pimpin', 'inget', 'sadar', 'pemimpen', 'd', 'pilih', 'rakyat', 'tpi', 'skrng', 'blm', 'bnyk', 'pimpin', 'berfikir', 'pimpin', 'pikir', 'lupa', 'kalu', 'rakyat', 'd', 'layan']"
salut sama pak prabowo,"['salut', 'prabowo']"
terima kasih bapak jokowi terima kasih bapak jokowi ,"['terima', 'kasih', 'jokowi', 'terima', 'kasih', 'jokowi']"
gw golput dari jaman sby  jokowi  brcuma pilpres kemaren aja gw pilih prabowo semoga gak salah pilih brterutama sektor ekonomi indonesia inflasi,"['gw', 'golput', 'jaman', 'sby', 'jokowi', 'brcuma', 'pilpres', 'kemaren', 'aja', 'gw', 'pilih', 'prabowo', 'moga', 'gak', 'salah', 'pilih', 'brterutama', 'sektor', 'ekonomi', 'indonesia', 'inflasi']"
semoga makin banyak import biar gw dan kawan gw importir pada cuan sukses terus pak prabowo,"['moga', 'import', 'biar', 'gw', 'kawan', 'gw', 'importir', 'cuan', 'sukses', 'prabowo']"
wkwkwk mau hilirisasi kok wkwkwkotaksapu,"['wkwkwk', 'hilir', 'wkwkwkotaksapu']"
princesselena tenang aja bro gw kerja di export import jadi tetap cuan mau duanya ok tapi banyakan cuannya di import sih makanya gw seneng makan siang gratis pasti butuh banyak import susu,"['princesselena', 'tenang', 'aja', 'bro', 'gw', 'kerja', 'export', 'import', 'cuan', 'dua', 'ok', 'banyak', 'cuannya', 'import', 'sih', 'gw', 'neng', 'makan', 'siang', 'gratis', 'butuh', 'import', 'susu']"
selamat bertugas jenderal ,"['selamat', 'tugas', 'jenderal']"
semoga tak ada lg sandiwara covad covidhukum se adil adilnya jangan terlalu sering menaikkan bbm kasihan msh ada rakyat pingiran yg kurang mampubrlebih baik dana negara buat keperluan rakyat jgn piara buzzer gk ada manfaat pandanglah kami sebagai manusia,"['moga', 'lg', 'sandiwara', 'covad', 'covidhukum', 'adil', 'adil', 'naik', 'bbm', 'kasihan', 'msh', 'rakyat', 'pingiran', 'yg', 'mampubrlebih', 'dana', 'negara', 'perlu', 'rakyat', 'jgn', 'piara', 'buzzer', 'gk', 'manfaat', 'pandang', 'manusia']"
come back kan zaman soeharto pak versi bapak ,"['come', 'back', 'zaman', 'soeharto', 'versi']"
selamat dan sukses atas dilantiknya bpk h prabowo subianto dan bpk gibran rakabuming raka sebagai presiden dan wakil presiden   ,"['selamat', 'sukses', 'lantik', 'bpk', 'h', 'prabowo', 'subianto', 'bpk', 'gibran', 'rakabuming', 'raka', 'presiden', 'wakil', 'presiden']"
banyakk selamat buat pak prabowo dan mas gibranserta banyak terima kasih untuk pak jokowi  dan pak maaruf maju terus indonesia ,"['banyakk', 'selamat', 'prabowo', 'mas', 'gibranserta', 'terima', 'kasih', 'jokowi', 'maaruf', 'maju', 'indonesia']"
dan kamu prabowo subianto  negeri dalam keadaan haram dan pemerintahannya pun sudah jadi republik haram  itu ulah si bosok joko widodo  dajjal ngepack sendiri   kok bisa anak dajjal jadi wapresdasar bacinlah kalian ,"['prabowo', 'subianto', 'negeri', 'haram', 'perintah', 'republik', 'haram', 'ulah', 'si', 'bosok', 'joko', 'widodo', 'dajjal', 'ngepack', 'anak', 'dajjal', 'wapresdasar', 'bacin']"
respect amazing that he could call every single name without mistakes,"['respect', 'amazing', 'that', 'he', 'could', 'call', 'every', 'single', 'name', 'without', 'mistakes']"
menit a href saya ulangin sampai puas,"['menit', 'a', 'href', 'ulangin', 'puas']"
puas sekaali anda,"['puas', 'sekaali']"
prabowo yes gibran no,"['prabowo', 'yes', 'gibran', 'no']"
pelantikan kok hari minggu  kaya hari dajjal  negeri milik ku yaa  aq gk lg ngancam prabowo subianto  cuma ngasih tau aja  baca lembaran yg telah aq kirim  th an yg lalu sampai bulan kmrn  negara belum bayar pajak negeri  th dan blm bayar  upah pelenyapan bibit penyakit corona krg lbh  th an sbnyk  ember cat isi  kg  utang negara ke aku sbnyk rp  milyar  inget bayar bayar bayar ya prabowo subianto ,"['lantik', 'minggu', 'kaya', 'dajjal', 'negeri', 'milik', 'ku', 'yaa', 'aq', 'gk', 'lg', 'ngancam', 'prabowo', 'subianto', 'ngasih', 'tau', 'aja', 'baca', 'lembar', 'yg', 'aq', 'kirim', 'th', 'an', 'yg', 'kmrn', 'negara', 'bayar', 'pajak', 'negeri', 'th', 'blm', 'bayar', 'upah', 'lenyap', 'bibit', 'sakit', 'corona', 'krg', 'lbh', 'th', 'an', 'sbnyk', 'ember', 'cat', 'isi', 'kg', 'utang', 'negara', 'sbnyk', 'rp', 'milyar', 'inget', 'bayar', 'bayar', 'bayar', 'ya', 'prabowo', 'subianto']"
ngomong apa si tua tolol,"['ngomong', 'si', 'tua', 'tolol']"
selamat bertugas pak prabowo dan pak gibran tuhan melimpahkan segala kasih karunia yang dibutuhkan amin,"['selamat', 'tugas', 'prabowo', 'gibran', 'tuhan', 'limpah', 'kasih', 'karunia', 'butuh', 'amin']"
terimakasih bapak presiden jokowi ,"['terimakasih', 'presiden', 'jokowi']"
knp d jakarta gx di ibu kota,"['knp', 'd', 'jakarta', 'gx', 'kota']"
terimakasih pak jokowi sehat selalu tuhan yesus memberkati bapak dan keluarga,"['terimakasih', 'jokowi', 'sehat', 'tuhan', 'yesus', 'kati', 'keluarga']"
selamat atas pelantikan presiden dan wakil presiden   amin dan di tggu program selanjutnya semoga bisa memberikan yang terbaik amin,"['selamat', 'lantik', 'presiden', 'wakil', 'presiden', 'amin', 'tggu', 'program', 'moga', 'baik', 'amin']"
prabowogibran dilantik menjadi presiden ke dan wakil presiden ke ri periode ,"['prabowogibran', 'lantik', 'presiden', 'wakil', 'presiden', 'ri', 'periode']"
rahayu,['rahayu']
luantangnya bapakku,"['luantangnya', 'bapak']"
pilihan dan tatanan bahasa yang baik awal pidato presiden prabowo subianto selamat bekerja untuk negara dan rakyat indonesia ,"['pilih', 'tatanan', 'bahasa', 'pidato', 'presiden', 'prabowo', 'subianto', 'selamat', 'negara', 'rakyat', 'indonesia']"
sikat habis koruptor pak preskoruptor adalah pengkhianat indonesiapenyakit dan yang membuat penderitaan rakyat dan anak cucu bangsabrselamat untuk bapak prabowo subiantotuhan mmberkati anda,"['sikat', 'habis', 'koruptor', 'preskoruptor', 'khianat', 'indonesiapenyakit', 'derita', 'rakyat', 'anak', 'cucu', 'bangsabrselamat', 'prabowo', 'subiantotuhan', 'mmberkati']"
sama aja masyarakat ny aja sering korupsi hal hal kecil contoh di lingkup sekitar kehidupan lu,"['aja', 'masyarakat', 'ny', 'aja', 'korupsi', 'contoh', 'lingkup', 'hidup', 'lu']"
maomao kalou yang nyontohin presiden pemilik kebijaksanaan dan power tegas menghukummemarahi dan memiskinkan koruptor dipecat dan diasingkan atau dihinakan maka sampai masyarakat bawah menjadi sok therapimasyarakat takut untuk korupsi,"['maomao', 'kalou', 'nyontohin', 'presiden', 'milik', 'bijaksana', 'power', 'menghukummemarahi', 'miskin', 'koruptor', 'pecat', 'asing', 'hina', 'masyarakat', 'sok', 'therapimasyarakat', 'takut', 'korupsi']"
jumatkliwonlur yaelah dari kecil aja masyarakat udh pinter korupsi hal hal kecil g usah nyalahin pejabat mulu perbaiki diri sendiri aja dlu buat jujur,"['jumatkliwonlur', 'yaelah', 'aja', 'masyarakat', 'udh', 'pinter', 'korupsi', 'g', 'nyalahin', 'jabat', 'mulu', 'baik', 'aja', 'dlu', 'jujur']"
maomao bukan nyalahin  kalau gerakan dari penguasategasdan melibas habis koruptor akan menjadi conntoh   selain rakyat melihatmencontohpuunya harapan yang baik   semua akan menirukan dan berpikir keras dua kali untuk korupsiayo optimis dan kita dukung pemberantasan dan pembersihan negara tercinta indonesia ini dari rongrongan koruptor,"['maomao', 'nyalahin', 'gera', 'penguasategasdan', 'libas', 'habis', 'koruptor', 'conntoh', 'rakyat', 'melihatmencontohpuunya', 'harap', 'tiru', 'pikir', 'keras', 'kali', 'korupsiayo', 'optimis', 'dukung', 'berantas', 'bersih', 'negara', 'cinta', 'indonesia', 'rongrong', 'koruptor']"
selamat presiden prabowo subianto semoga amanah membangun negeri ini,"['selamat', 'presiden', 'prabowo', 'subianto', 'moga', 'amanah', 'bangun', 'negeri']"
masya allah brluar biasa,"['masya', 'allah', 'brluar']"
alhamdulillah pak jokowi dan pak prabowo,"['alhamdulillah', 'jokowi', 'prabowo']"
gw akuin pak prabowo asli cerdas tapi nanti dulu dengan wakilnya,"['gw', 'akuin', 'prabowo', 'asli', 'cerdas', 'wakil']"
di acara yg seresmi ini kok ada pejabat yg bersorak begitu sama sekali enggak punya sopan santun ya  bener bener enggak serius kayak anak kecil yg meneriaki temen yg enggak disukai gitu padahal lagi ada banyak tamu undangan negara sahabat  sangat memalukan,"['acara', 'yg', 'resmi', 'jabat', 'yg', 'sorak', 'sopan', 'santun', 'ya', 'bener', 'bener', 'serius', 'kayak', 'anak', 'yg', 'riak', 'temen', 'yg', 'suka', 'gitu', 'tamu', 'undang', 'negara', 'sahabat', 'malu']"
iya sekelas pejabat seperti itu kyk anak kecilmiris sih ada pejabat model begitu,"['iya', 'kelas', 'jabat', 'kyk', 'anak', 'kecilmiris', 'sih', 'jabat', 'model']"
kok ketua partai pdip kaga disebutinwkwkwkwkwkwkwkwktenggelamkan pdip,"['ketua', 'partai', 'pdip', 'kaga', 'disebutinwkwkwkwkwkwkwkwktenggelamkan', 'pdip']"
bapa prabowo bapa jokowi ,"['bapa', 'prabowo', 'bapa', 'jokowi']"
gibran cuma planga pongo,"['gibran', 'planga', 'pongo']"
kok amien rais sama anies baswedan di undangbrgak tau malu amien rais udah hina presiden malah nongol,"['amien', 'rais', 'anies', 'baswedan', 'undangbrgak', 'tau', 'malu', 'amien', 'rais', 'udah', 'hina', 'presiden', 'nongol']"
terimakasih jokowi brsemoga indonesia menjadi negara yg lebih hancur lagi,"['terimakasih', 'jokowi', 'brsemoga', 'indonesia', 'negara', 'yg', 'hancur']"
pidato pertama prabowo subianto sebagai presiden ri  a href,"['pidato', 'prabowo', 'subianto', 'presiden', 'ri', 'a', 'href']"
matur suwun pak jokowijasa mu akan selalu terkenang di hati rakyat kecil seperti kamibrselamat pak prabowo amanah mempimpin indonesa kedepan,"['matur', 'suwun', 'jokowijasa', 'mu', 'kenang', 'hati', 'rakyat', 'kamibrselamat', 'prabowo', 'amanah', 'pimpin', 'indonesa', 'depan']"
selamat bertugas bp prabowo,"['selamat', 'tugas', 'bp', 'prabowo']"
terima kasih pak jokowi dan pak maruf amin selamat bertugas pak prabowo dan pak gibran ,"['terima', 'kasih', 'jokowi', 'maruf', 'amin', 'selamat', 'tugas', 'prabowo', 'gibran']"
saya berharap kepada pemerintahan sekarang untuk memberikan pengahrgaan bagi putra putri bangsa yg memberikan loyalitas dan kontribusi kepada negara dan rakyat dengan penghidupan yg baik dan gaji yg terbaik saya sebagai rakyat sangat setuju  saya mengucapkan terimakasih kepada putra putri bangsa terbaik ,"['harap', 'perintah', 'pengahrgaan', 'putra', 'putri', 'bangsa', 'yg', 'loyalitas', 'kontribusi', 'negara', 'rakyat', 'hidup', 'yg', 'gaji', 'yg', 'baik', 'rakyat', 'tuju', 'terimakasih', 'putra', 'putri', 'bangsa', 'baik']"
terima kasih pak jokowi,"['terima', 'kasih', 'jokowi']"
isterinya pak maruf amin masih kinyis yaa,"['isterinya', 'maruf', 'amin', 'kinyis', 'yaa']"
pak jokowi ketemu sama wakil presiden terpilih,"['jokowi', 'ketemu', 'wakil', 'presiden', 'pilih']"
mudahmudahan allah swt memudahkan bapak prabowo dalam melaksanakan citacita untuk bangsa indonesia aamiin brbaru kali ini gedung mprdpr pelantikan presiden yang santai tapi khidmat,"['mudahmudahan', 'allah', 'swt', 'mudah', 'prabowo', 'laksana', 'citacita', 'bangsa', 'indonesia', 'aamiin', 'brbaru', 'kali', 'gedung', 'mprdpr', 'lantik', 'presiden', 'santai', 'khidmat']"
wkwkwk branak abahh masih kepanasan   gakk keterima ,"['wkwkwk', 'branak', 'abahh', 'panas', 'gakk', 'terima']"
lanjutkan pak prabowo,"['lanjut', 'prabowo']"
semoga bapak prabowo membawa indonesia menjadi negara yg lebih maju dan allah selalu memberikan kesehatan untuk beliau selalu menjadi pemimpin yg jujur dan sayang pada rakyat nya walaupun aku tidak memilih beliau tapi sudah kewajiban warga negara untuk mendoakan pemimpin pada hal yg baik,"['moga', 'prabowo', 'bawa', 'indonesia', 'negara', 'yg', 'maju', 'allah', 'sehat', 'beliau', 'pimpin', 'yg', 'jujur', 'sayang', 'rakyat', 'nya', 'pilih', 'beliau', 'wajib', 'warga', 'negara', 'doa', 'pimpin', 'yg']"
ko sedih ya saat sumpah di lantangkan,"['ko', 'sedih', 'ya', 'sumpah', 'lantang']"
masya allah ini benean pak prabowo tercinta hafal nama tamu undangan  ruarr biasa ,"['masya', 'allah', 'benean', 'prabowo', 'cinta', 'hafal', 'nama', 'tamu', 'undang', 'ruarr']"
kita sebagai rakyat cuma bisa mendoakan semoga negri ini menjadi lebih baik lagi siapapun itu yg memimpin ,"['rakyat', 'doa', 'moga', 'negri', 'yg', 'pimpin']"
amin rais ngapain anjay,"['amin', 'rais', 'ngapain', 'anjay']"
air udah energi udah pangan udah sampah pak sampah gimana pak   ,"['air', 'udah', 'energi', 'udah', 'pangan', 'udah', 'sampah', 'sampah', 'gimana']"
     brsalam hormat salam sejahtera salam merdeka untuk bapak presiden dan wakil presiden kami harap negara kita dan bangsa kita damai subur makmur gemah ripah loh jinawi selamat dan berkah amin ya robbal alamin ,"['brsalam', 'hormat', 'salam', 'sejahtera', 'salam', 'merdeka', 'presiden', 'wakil', 'presiden', 'harap', 'negara', 'bangsa', 'damai', 'subur', 'makmur', 'gemah', 'ripah', 'loh', 'jawi', 'selamat', 'berkah', 'amin', 'ya', 'robbal', 'alamin']"
iya allah iya pk jokowi yg baek hati,"['iya', 'allah', 'iya', 'pk', 'jokowi', 'yg', 'baek', 'hati']"
indonesia ,['indonesia']
masyaallah selamat bertugas bapak semoga bapak dilindungi oleh allah swt dan selalu dikelilingi orgquot baik ya pak,"['masyaallah', 'selamat', 'tugas', 'moga', 'lindung', 'allah', 'swt', 'keliling', 'orgquot', 'ya']"
alhamdulillah tabarakallah fii umrik akhirnya bpk prabowo terpilih dan resmi menjadi presiden republik indonesia,"['alhamdulillah', 'tabarakallah', 'fii', 'umrik', 'bpk', 'prabowo', 'pilih', 'resmi', 'presiden', 'republik', 'indonesia']"
selamat bekerja bpk brprabowo dan mas gibran semoga membawa indonesia semakin maju,"['selamat', 'bpk', 'brprabowo', 'mas', 'gibran', 'moga', 'bawa', 'indonesia', 'maju']"
alhamdulillah acara pelantikan berjalan dengan lancarsehat selalu bapak prabowo semoga di mudah kan dalam mengemban tugas menjadi presiden terpilih dan di jauhkan dari orang orang jahat dan selalu di kelilingi orang orang baikaamiin yra,"['alhamdulillah', 'acara', 'lantik', 'jalan', 'lancarsehat', 'prabowo', 'moga', 'mudah', 'emban', 'tugas', 'presiden', 'pilih', 'jauh', 'orang', 'orang', 'jahat', 'keliling', 'orang', 'orang', 'baikaamiin', 'yra']"
anis nggak pantas ada disitu,"['anis', 'nggak', 'situ']"
selamat bekerja pak prabowo dan mas gibran,"['selamat', 'prabowo', 'mas', 'gibran']"
sellamt kepada prabowogibran sebagai presiden dan wakil presiden ri periode ,"['sellamt', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'ri', 'periode']"
ini di jakarta apa dimana ,"['jakarta', 'mana']"
terima kasihbrbpk jokowi atas pengabdianmu selama  th dan tak akan kami lupakan atas jasa jasanya bpk jokowi dan bpk maruf amin,"['terima', 'kasihbrbpk', 'jokowi', 'abdi', 'th', 'lupa', 'jasa', 'jasa', 'bpk', 'jokowi', 'bpk', 'maruf', 'amin']"
saya  periode tidak pernah memilih pak jokowi tapi ntah kenapa saya sangat bersedih pak jokowi meninggalkan jabatannya,"['periode', 'pilih', 'jokowi', 'ntah', 'sedih', 'jokowi', 'tinggal', 'jabat']"
sellamt jalan pulang kampung dulu pak jokowi di solo,"['sellamt', 'jalan', 'pulang', 'kampung', 'jokowi', 'solo']"
prabowogibran dilantik menjadi presiden wakil presiden ri,"['prabowogibran', 'lantik', 'presiden', 'wakil', 'presiden', 'ri']"
selamat buat pak prabowo dan mas gibran,"['selamat', 'prabowo', 'mas', 'gibran']"
kata kunci bersatu thanks mr president joko widodo dan selamat bekerja mr presiden prabowo subianto,"['kunci', 'satu', 'thanks', 'mr', 'president', 'joko', 'widodo', 'selamat', 'mr', 'presiden', 'prabowo', 'subianto']"
anak wabah kepanasan upaya adu domba prabowogibran gagal totalbrya iyalah kaum parasit ngapain didengerin,"['anak', 'wabah', 'panas', 'upaya', 'adu', 'domba', 'prabowogibran', 'gagal', 'totalbrya', 'iya', 'kaum', 'parasit', 'ngapain', 'didengerin']"
fufufafa bikin malu,"['fufufafa', 'bikin', 'malu']"
mdbchannel ciee panas ciee ciee fufufafa jadi wapres ciee ehh anies jadi pengangguran gelandangan politik gak laku dimanaquot ciee ,"['mdbchannel', 'ciee', 'panas', 'ciee', 'ciee', 'fufufafa', 'wapres', 'ciee', 'ehh', 'anies', 'anggur', 'gelandang', 'politik', 'gak', 'laku', 'dimanaquot', 'ciee']"
nemesisripguild   bocil skrg moral kurang ada wapres kurang moral klop rusaknya,"['nemesisripguild', 'bocil', 'skrg', 'moral', 'wapres', 'moral', 'klop', 'rusak']"
nemesisripguild rusak itu kau banggakan rusak jugalah o tak kau,"['nemesisripguild', 'rusak', 'kau', 'bangga', 'rusak', 'juga', 'o', 'kau']"
mdbchannel bocil skrg udah pada jadi penganut satanic iblis yamanpun dipujapuja,"['mdbchannel', 'bocil', 'skrg', 'udah', 'anut', 'satanic', 'iblis', 'yamanpun', 'dipujapuja']"
kenapa pembaca doa ini gak menyebutkan mantan presiden soeharto sementara mantan presiden lain nya di sebut ini gak fair,"['baca', 'doa', 'gak', 'mantan', 'presiden', 'soeharto', 'mantan', 'presiden', 'nya', 'gak', 'fair']"
wah,[]
hapal semua co,"['hapal', 'co']"
trmksh bpk jakowi bruntuk bpk prabowo hrs lebih bgus dari bpk jakowibr berjuangan bpk prabowo gibran,"['trmksh', 'bpk', 'jakowi', 'bruntuk', 'bpk', 'prabowo', 'hrs', 'bgus', 'bpk', 'jakowibr', 'juang', 'bpk', 'prabowo', 'gibran']"
pak prabowo hebat tegas dan cerdas hafal nama lengkap seluruh kepala negara dan tamu kehormatanjadikan indonesia jadi macan asia,"['prabowo', 'hebat', 'cerdas', 'hafal', 'nama', 'lengkap', 'kepala', 'negara', 'tamu', 'kehormatanjadikan', 'indonesia', 'macan', 'asia']"
wahyu kepemimpinan turun makanya pak prabowo bisa secerdas itu sampe hafal nama dan jabatan para tamu negara dari luar negeri luar biasa ,"['wahyu', 'pimpin', 'turun', 'prabowo', 'cerdas', 'sampe', 'hafal', 'nama', 'jabat', 'tamu', 'negara', 'negeri']"
alhamdulillah  pemilihan selalu pilih pak prabowo,"['alhamdulillah', 'pilih', 'pilih', 'prabowo']"
selamat untuk paj prabowo dan mas gibran ,"['selamat', 'paj', 'prabowo', 'mas', 'gibran']"
coba hitung bendara yang ada di belakang prabowo  ada berapa,"['coba', 'hitung', 'bendara', 'prabowo']"
pak prabowo amp pak gibran,"['prabowo', 'amp', 'gibran']"
semoga isi pidato bisa terlaksana waktu yg menentukan,"['moga', 'isi', 'pidato', 'laksana', 'yg', 'tentu']"
luqr biasa presidenku,"['luqr', 'presiden']"
setiap melihat wapres kok gw jd kalu sendiri yya,"['wapres', 'gw', 'jd', 'kalu', 'yya']"
terimakasih pak jokowi selamat menikmati masa istirahat  selamat berjuang pak prabowo semoga indionesia semakin makmur dan berkembang juga rakyat bahagia amiinn,"['terimakasih', 'jokowi', 'selamat', 'nikmat', 'istirahat', 'selamat', 'juang', 'prabowo', 'moga', 'indionesia', 'makmur', 'kembang', 'rakyat', 'bahagia', 'amiinn']"
masyaa allah smga alloh swt selalu melindungi bpk memberikan kesehatan dan panjang umur sehingga bpk prabowo mampu mewujudkan citacitanya yg jg cita kita semua rakyat indonesia,"['masyaa', 'allah', 'smga', 'alloh', 'swt', 'lindung', 'bpk', 'sehat', 'umur', 'bpk', 'prabowo', 'wujud', 'citacitanya', 'yg', 'jg', 'cita', 'rakyat', 'indonesia']"
semoga indonesia menjadi lebih baik di bawah kepemimpinan bapak prabowo subianto banyak rakyat yg berharap pada bapak untuk perubahan dan kemajuan indonesia semoga allah melimpahkan rahmat nya kepada bapak selamat bekerja untuk indonesia emas,"['moga', 'indonesia', 'pimpin', 'prabowo', 'subianto', 'rakyat', 'yg', 'harap', 'ubah', 'maju', 'indonesia', 'moga', 'allah', 'limpah', 'rahmat', 'nya', 'selamat', 'indonesia', 'emas']"
pak walaupun bapak menggebugebu ingin indonesia lebih baik percuma saja jika mentrinya abal abal soalnya bapak klo mau indonesia lebih baik cari mentri yang bisa buat impian bapak menjadi nyata,"['menggebugebu', 'indonesia', 'tri', 'abal', 'abal', 'klo', 'indonesia', 'cari', 'tri', 'impi', 'nyata']"
penyakit indonesia itu cuma satu yaitu quotkorupsiquot selagi penyakit ini tidak diberantas habis selamanya indonesia tidak akan sejahterah,"['sakit', 'indonesia', 'quotkorupsiquot', 'selagi', 'sakit', 'berantas', 'habis', 'indonesia', 'sejahterah']"
semoga amanah pak,"['moga', 'amanah']"
yes saya harap indonesia ku akan semakin maju di bawah pemerintahan pak prabowo dan pak gibran nanti amin brindonesia harus sejahtera dan makmur supaya di hormati dan di segani oleh bangsa dan negara lain,"['yes', 'harap', 'indonesia', 'ku', 'maju', 'perintah', 'prabowo', 'gibran', 'amin', 'brindonesia', 'sejahtera', 'makmur', 'hormat', 'segani', 'bangsa', 'negara']"
menit a href tidak ada yg koreksi masa jabatan ,"['menit', 'a', 'href', 'yg', 'koreksi', 'jabat']"
semoga amanah pak presiden  harapan kami rakyat indonesia ada pada anda untuk lima tahun kedepan ,"['moga', 'amanah', 'presiden', 'harap', 'rakyat', 'indonesia', 'depan']"
semoga indonesia makin maju rakyat menjadi makmur ,"['moga', 'indonesia', 'maju', 'rakyat', 'makmur']"
ya allah terima kasih telah di kabulkan doa keluarga kami selama  pencalonan pak prabowo baru di kabulkan sekarang ini menjadi presiden indonesia raya brsehat selalu ya pak semoga di lancarkan segala kebijakan untuk mensejahterakan rakyat mu indonesia raya ini pak doa dari salah satu pendukungmu pak prabowo ,"['ya', 'allah', 'terima', 'kasih', 'kabul', 'doa', 'keluarga', 'calon', 'prabowo', 'kabul', 'presiden', 'indonesia', 'raya', 'brsehat', 'ya', 'moga', 'lancar', 'bijak', 'sejahtera', 'rakyat', 'mu', 'indonesia', 'raya', 'doa', 'salah', 'dukung', 'prabowo']"
