text_clean,text_preprocess
buzzer semua ni disinihahahahaha,"['buzzer', 'ni', 'disinihahahahaha']"
mana sprei gratis yang kamu janjikan itu ha brdan jangan lupa makan siang gratis nya wok,"['sprei', 'gratis', 'janji', 'ha', 'brdan', 'lupa', 'makan', 'siang', 'gratis', 'nya', 'wok']"
maaf saudarakuapakah anda percaya dengan ai ,"['maaf', 'saudarakuapakah', 'percaya', 'ai']"
menyala king pak prabowo ,"['nyala', 'king', 'prabowo']"
sejak pagi mendekati patung jendral sudirman berniat menyaksikan langsung presiden amp wakil lewat menuju istana negara sore hari lanjut mengurus pekerjaan sampai malam dgn semangat dan saat ini mutar siaran selama  jam brdoa semoga rakyat indonesia benar merdeka makmur sejahtera dan bahagia,"['pagi', 'dekat', 'patung', 'jendral', 'sudirman', 'niat', 'saksi', 'langsung', 'presiden', 'amp', 'wakil', 'istana', 'negara', 'sore', 'urus', 'kerja', 'malam', 'dgn', 'semangat', 'mutar', 'siar', 'jam', 'brdoa', 'moga', 'rakyat', 'indonesia', 'merdeka', 'makmur', 'sejahtera', 'bahagia']"
yang saya salut tetap pak jokowi karier anak nya tidak lepas dr bliau dlm catatan sejarah indonesia ortu bisa nganter anak jd wapres dan pak prabowo yg selama ini mencalonkan diri sbg presiden brp x d usung sana sni tdk terpilih setelah d usung pak jokowi pun akhirnya hari ini dlantik dan tercatat sbg presiden ri  terpikir pak jokowi selama ini bukan la apa tanpa pdip tpi salah pdip la yg naik kyaknya sichh karna figur pak jokowi slama ini berada d pdip dg bukti pilpers pdip mengusung calon dan tidak terpilih sedang kan pak jokowi yang tanpa pdip mengusung pak prabowo yg nota bandnya sudah brpa x d calonkan  dg di usung ny bliau dg pak jokowi dan akhir hari ni jg dlantik presiden luar biasa pak jokowi br dari kaca mata non politik non simpatisme non baikburuknya kinerja dlihat sbtas spak terjang figur seorang bpk jokowi,"['salut', 'jokowi', 'karier', 'anak', 'nya', 'lepas', 'dr', 'bliau', 'dlm', 'catat', 'sejarah', 'indonesia', 'ortu', 'nganter', 'anak', 'jd', 'wapres', 'prabowo', 'yg', 'calon', 'sbg', 'presiden', 'brp', 'x', 'd', 'usung', 'sni', 'tdk', 'pilih', 'd', 'usung', 'jokowi', 'dlantik', 'catat', 'sbg', 'presiden', 'ri', 'pikir', 'jokowi', 'la', 'pdip', 'tpi', 'salah', 'pdip', 'la', 'yg', 'kyaknya', 'sichh', 'karna', 'figur', 'jokowi', 'slama', 'd', 'pdip', 'dg', 'bukti', 'pilpers', 'pdip', 'usung', 'calon', 'pilih', 'jokowi', 'pdip', 'usung', 'prabowo', 'yg', 'nota', 'bandnya', 'brpa', 'x', 'd', 'calon', 'dg', 'usung', 'ny', 'bliau', 'dg', 'jokowi', 'ni', 'jg', 'dlantik', 'presiden', 'jokowi', 'br', 'kaca', 'mata', 'non', 'politik', 'non', 'simpat', 'non', 'baikburuknya', 'kerja', 'dlihat', 'sbtas', 'spak', 'terjang', 'figur', 'bpk', 'jokowi']"
dan skarang selamat buat bpk prabowo dan mas gibran  smga bisa lbih mmbngun bangsa ini dr periode sblumnya slam hormat dan trimakasih buat pngabdian bpk jokowi dan bpk makruf kpd bangsaa ini menjadi pahala dan ttp dkenang rakyat,"['skarang', 'selamat', 'bpk', 'prabowo', 'mas', 'gibran', 'smga', 'lbih', 'mmbngun', 'bangsa', 'dr', 'periode', 'sblumnya', 'slam', 'hormat', 'trimakasih', 'pngabdian', 'bpk', 'jokowi', 'bpk', 'makruf', 'kpd', 'bangsaa', 'pahala', 'ttp', 'dkenang', 'rakyat']"
cantik sekali ibu negaraku,"['cantik', 'negara']"
slamat menyambut presiden kita pak prabowo slamat menjalankan tugas kepresidenan nya sehat slalu dan panjang umur tuhan memberkati amin,"['slamat', 'sambut', 'presiden', 'prabowo', 'slamat', 'jalan', 'tugas', 'presiden', 'nya', 'sehat', 'slalu', 'umur', 'tuhan', 'kati', 'amin']"
sedih gak bisa lihat pak jokowi sering tampil di tv lagi slamat beristirahat nikmati hari nya bersama keluarga trima kasih bnyk  sdh mejalankan tugas sbagai presiden sehat slalu dan panjang umur tuhan memberkati amin,"['sedih', 'gak', 'lihat', 'jokowi', 'tampil', 'tv', 'slamat', 'istirahat', 'nikmat', 'nya', 'keluarga', 'trima', 'kasih', 'bnyk', 'sdh', 'mejalankan', 'tugas', 'sbagai', 'presiden', 'sehat', 'slalu', 'umur', 'tuhan', 'kati', 'amin']"
alhamdulillah selamat brsemoga bisa mengemban tugas tugas negara dengan baik,"['alhamdulillah', 'selamat', 'brsemoga', 'emban', 'tugas', 'tugas', 'negara']"
amin rais sama anis kok saen temen ora ndwe isin ,"['amin', 'rais', 'anis', 'saen', 'temen', 'ora', 'ndwe', 'isin']"
pidato yang luar biasa pak presiden prabowo dan bisa menyebutkan semua nama perwakilan negara tanpa text all the best buat kepemimpinan pak prabowo kedepannya semoga indonesia menjadi lebih baik lagi kedepan dibawah kepemimpinan pak prabowo selamat buat temanteman tanah air indonesia untuk the new leader of our beloved country all the best forbrbrindonesia ,"['pidato', 'presiden', 'prabowo', 'nama', 'wakil', 'negara', 'text', 'all', 'the', 'best', 'pimpin', 'prabowo', 'depan', 'moga', 'indonesia', 'depan', 'bawah', 'pimpin', 'prabowo', 'selamat', 'temanteman', 'tanah', 'air', 'indonesia', 'the', 'new', 'leader', 'of', 'our', 'beloved', 'country', 'all', 'the', 'best', 'forbrbrindonesia']"
semoga damai dan sejahtera untuk seluruh rakyat indonesia amin,"['moga', 'damai', 'sejahtera', 'rakyat', 'indonesia', 'amin']"
pasti lu nunggu ini kan   bra href href jadi arsip nasional aja bro buat para buzzer mulyono yg selalu bilang hoax,"['lu', 'nunggu', 'bra', 'href', 'href', 'arsip', 'nasional', 'aja', 'bro', 'buzzer', 'mulyono', 'yg', 'bilang', 'hoax']"
macan asia bahkan dunia,"['macan', 'asia', 'dunia']"
tni indonesia kuat kan pak prabowo,"['tni', 'indonesia', 'kuat', 'prabowo']"
prabowo presidenku sangat berprestasi tidak lihat teks berpidato ,"['prabowo', 'presiden', 'prestasi', 'lihat', 'teks', 'pidato']"
kasihan lihat pak ptabowobrdi masa pelantikannya tidak di temani wanita yg dia cintai,"['kasihan', 'lihat', 'ptabowobrdi', 'lantik', 'teman', 'wanita', 'yg', 'cinta']"
selamat datang untuk kepemimpinan baru presiden ke ri quot pak prabowo subianto quot dan selamat jalan quotpak jokowiquot presiden ke ri yang kami tetap cintai dan kami akan slalu merindukanmu,"['selamat', 'pimpin', 'presiden', 'ri', 'quot', 'prabowo', 'subianto', 'quot', 'selamat', 'jalan', 'quotpak', 'jokowiquot', 'presiden', 'ri', 'cinta', 'slalu', 'rindu']"
subhanallah presiden is the best tanpa teks merinding menyimak pidato ,"['subhanallah', 'presiden', 'is', 'the', 'best', 'teks', 'merinding', 'simak', 'pidato']"
the best presiden prabowo selamat,"['the', 'best', 'presiden', 'prabowo', 'selamat']"
pemimpin yang harus bekerja untuk rakyat  a href,"['pimpin', 'rakyat', 'a', 'href']"
mudahhan  sesuai dengan  ucapanya aamiin,"['mudahhan', 'sesuai', 'ucapanya', 'aamiin']"
selamat kepada prabowo dan gibran atas pelantikannya menjadi presiden dan wakil presiden,"['selamat', 'prabowo', 'gibran', 'lantik', 'presiden', 'wakil', 'presiden']"
memangthe bestmenantupresidentdjendral besarhmsoehatountukmimpinnegrinusantaraindonesiaputra terbaiknusantaraindonesiadjenhprabouewosjhk,"['memangthe', 'bestmenantupresidentdjendral', 'besarhmsoehatountukmimpinnegrinusantaraindonesiaputra', 'terbaiknusantaraindonesiadjenhprabouewosjhk']"
terima kasih pak de jokowi  maturnuwun pak de  selamat bekerja pak prabowo,"['terima', 'kasih', 'de', 'jokowi', 'maturnuwun', 'de', 'selamat', 'prabowo']"
ya allah knp sedih ya bpk joko widodo pergi balik ke solo trima kasih atas perjuangan bpk slma inidn semoga bpk ibu iriana ttp sehat dan pnjng umur amiin dn slmt untuk bpk prabowo presiden terpilih dn wakil presiden terpilih mas gibran semoga amanah dlm menjalankan tugas amiin,"['ya', 'allah', 'knp', 'sedih', 'ya', 'bpk', 'joko', 'widodo', 'pergi', 'solo', 'trima', 'kasih', 'juang', 'bpk', 'slma', 'inidn', 'moga', 'bpk', 'iriana', 'ttp', 'sehat', 'pnjng', 'umur', 'amiin', 'dn', 'slmt', 'bpk', 'prabowo', 'presiden', 'pilih', 'dn', 'wakil', 'presiden', 'pilih', 'mas', 'gibran', 'moga', 'amanah', 'dlm', 'jalan', 'tugas', 'amiin']"
selamat pak prabowo presiden ri ,"['selamat', 'prabowo', 'presiden', 'ri']"
jayalahindonesianusantaradibawahkendalipresidendjendralhprabuewosjhkusumomakmuramandameisentosakamirakyat kecilhanya bisa berharapkepastian,"['jayalahindonesianusantaradibawahkendalipresidendjendralhprabuewosjhkusumomakmuramandameisentosakamirakyat', 'kecilhanya', 'berharapkepastian']"
ada blm lengkap bryang kami hormati  presiden ri ke   quotprof dr hj diah permata megawati setiawati soekarnoputriquot,"['blm', 'lengkap', 'bryang', 'hormat', 'presiden', 'ri', 'quotprof', 'dr', 'hj', 'diah', 'permata', 'megawati', 'setiawati', 'soekarnoputriquot']"
terimakasih pak jokowi selamat bertugas pak prabowo,"['terimakasih', 'jokowi', 'selamat', 'tugas', 'prabowo']"
a href moment dan semuanya tertawa lepas begitupun beliau ,"['a', 'href', 'moment', 'tertawa', 'lepas', 'beliau']"
terimakasih pak jokowi telah memimpin nkri menjadi lebih baik ,"['terimakasih', 'jokowi', 'pimpin', 'nkri']"
nenek mega koit hidup gibran makan tuh fufufafa nenek mega dodol,"['nenek', 'mega', 'koit', 'hidup', 'gibran', 'makan', 'tuh', 'fufufafa', 'nenek', 'mega', 'dodol']"
merinding ntah mengapa setiap memandang wajah pak prabowo hati jadi adem mudah an di tangan pak prabowo indonesia menjadi lebih baik dan mampu membuat rakyat benar sejahtera,"['merinding', 'ntah', 'pandang', 'wajah', 'prabowo', 'hati', 'adem', 'mudah', 'an', 'tangan', 'prabowo', 'indonesia', 'rakyat', 'sejahtera']"
masyaallah,['masyaallah']
a href momentbr,"['a', 'href', 'momentbr']"
sehat terus pak prabowo jaga kesehatan,"['sehat', 'prabowo', 'jaga', 'sehat']"
selamat atas pelantikan presiden dan wakil presiden ri yg kedelapan tuhan memberkati ,"['selamat', 'lantik', 'presiden', 'wakil', 'presiden', 'ri', 'yg', 'delap', 'tuhan', 'kati']"
please pertanian organik,"['please', 'tani', 'organik']"
semoga membawa perubahan pak presiden pak prabowo dan wakil presiden pak gibran untuk rakyat indonesia,"['moga', 'bawa', 'ubah', 'presiden', 'prabowo', 'wakil', 'presiden', 'gibran', 'rakyat', 'indonesia']"
merdeka,['merdeka']
amin rais ada tuh ,"['amin', 'rais', 'tuh']"
macam mana mau jawab merdeka kami rakyat belum merdeka pak presiden,"['merdeka', 'rakyat', 'merdeka', 'presiden']"
terimakasih bapak jokowi brselamat pak prabowo ,"['terimakasih', 'jokowi', 'brselamat', 'prabowo']"
menyala pa prabowo ,"['nyala', 'pa', 'prabowo']"
pak prabowo kerensemoga indonesia yang kita cintai semakin berjayaamin,"['prabowo', 'kerensemoga', 'indonesia', 'cinta', 'berjayaamin']"
selamat bertugas pak prabowo dan mas gibran,"['selamat', 'tugas', 'prabowo', 'mas', 'gibran']"
selamat bertugas pak prabowo dan mas gibran nusantara jaya gbu ,"['selamat', 'tugas', 'prabowo', 'mas', 'gibran', 'nusantara', 'jaya', 'gbu']"
terharu  terimakasih bapak jokowi sudah menjadi pemimpin yang baik sehat selalu brdan selamat bertugas bapak prabowo semoga bisa membawa indonesia lebih baik lagi ,"['haru', 'terimakasih', 'jokowi', 'pimpin', 'sehat', 'brdan', 'selamat', 'tugas', 'prabowo', 'moga', 'bawa', 'indonesia']"
alhamdulillahbrselamat untuk bapak presiden jend purn h prabowo subianto dan bapak wakil presiden gibran raka bumingraka dan terima kasih untuk bapak kita tercinta bapak presiden ir h joko widodo atas  tahun pengabdiannya sedih dan terharu,"['alhamdulillahbrselamat', 'presiden', 'jend', 'purn', 'h', 'prabowo', 'subianto', 'wakil', 'presiden', 'gibran', 'raka', 'bumingraka', 'terima', 'kasih', 'cinta', 'presiden', 'ir', 'h', 'joko', 'widodo', 'abdi', 'sedih', 'haru']"
untuk pak prabowo dan mas gibran tuhan menyertai perjalanan kalian berdua kedepannya,"['prabowo', 'mas', 'gibran', 'tuhan', 'serta', 'jalan', 'dua', 'depan']"
indonesia akan suram negara indonesia jatuh miskinlima tahun kedepan probowo tak sesuai jadi presiden kemiskinan negara indonesia akan tercapai sebelum  bersedialah warga indonesia,"['indonesia', 'suram', 'negara', 'indonesia', 'jatuh', 'miskinlima', 'depan', 'probowo', 'sesuai', 'presiden', 'miskin', 'negara', 'indonesia', 'capai', 'sedia', 'warga', 'indonesia']"
uraa,['uraa']
masyallah  sudah  kali coblos pak probowo dan akhirnya jadi presiden ri  selamat pak  semoga amanah dan selalu menjadi keperacayaan masyarakat indonesiaa,"['masyallah', 'kali', 'coblos', 'probowo', 'presiden', 'ri', 'selamat', 'moga', 'amanah', 'keperacayaan', 'masyarakat', 'indonesiaa']"
momen haru ketika xanana gusmao yang dulu pernah menjadi orang paling dicari ketika konflik timor timur bersalaman dan berpelukan dengan sang jendral yg dulu mengincarnya brwhat a nostalgic moment ,"['momen', 'haru', 'xanana', 'gusmao', 'orang', 'cari', 'konflik', 'timor', 'timur', 'salam', 'peluk', 'sang', 'jendral', 'yg', 'incar', 'brwhat', 'a', 'nostalgic', 'moment']"
ko salamnya hnya  tangan sih,"['ko', 'salam', 'hnya', 'tangan', 'sih']"
bangga jokowi is the best presidentbrgibran bravo brsehat ya  presiden terpilih prabowocongratulations ,"['bangga', 'jokowi', 'is', 'the', 'best', 'presidentbrgibran', 'bravo', 'brsehat', 'ya', 'presiden', 'pilih', 'prabowocongratulations']"
terbaik pak jokowi dan selamat bapak parbowo presiden ri peridode  bapak prabowo hebat,"['baik', 'jokowi', 'selamat', 'parbowo', 'presiden', 'ri', 'peridode', 'prabowo', 'hebat']"
mksh pak jokowi atas pengabdian untuk bangsa ini sehat sll pak dan tuhan yesus memberkati bapa selalu pak jokowi tetap di hati ku,"['mksh', 'jokowi', 'abdi', 'bangsa', 'sehat', 'sll', 'tuhan', 'yesus', 'kati', 'bapa', 'jokowi', 'hati', 'ku']"
selamat bertugas presiden ku,"['selamat', 'tugas', 'presiden', 'ku']"
terimakasih bapak joko widodo atas segala bentuk pengabdian dan kerja kerasnya untuk nkri semoga bapak dan ibu selalu sehat wai afiat,"['terimakasih', 'joko', 'widodo', 'bentuk', 'abdi', 'kerja', 'keras', 'nkri', 'moga', 'sehat', 'wai', 'afiat']"
selamat bertugas bapak presiden prabowo semua rakyat akan selalu mendukungmu dan selamat jalan bapak jokowidodo semoga sehat slalu usai purna tugas pak terima kasih atas semua perjuangan dan ushanya untuk semua rakyat indonesia kami tidak akan lupa dan akan selalu mengenang bapak,"['selamat', 'tugas', 'presiden', 'prabowo', 'rakyat', 'dukung', 'selamat', 'jalan', 'jokowidodo', 'moga', 'sehat', 'slalu', 'purna', 'tugas', 'terima', 'kasih', 'juang', 'ushanya', 'rakyat', 'indonesia', 'lupa', 'kenang']"
yang panas tambah panas,"['panas', 'panas']"
pak prabowo jgn lupa ucap inshaaallah pak bismillah inshaaallah  thn indonesia swasembada pangan aamiin,"['prabowo', 'jgn', 'lupa', 'inshaaallah', 'bismillah', 'inshaaallah', 'thn', 'indonesia', 'swasembada', 'pangan', 'aamiin']"
pelantikan aman ya,"['lantik', 'aman', 'ya']"
mantaaap pak ptabowo semoga indonesia jadi bangsa bermartabat,"['mantaaap', 'ptabowo', 'moga', 'indonesia', 'bangsa', 'martabat']"
kek anak tk anggota dewan ri disuruh diem dulu malah bubarin sendiri sendirikocak,"['kek', 'anak', 'tk', 'anggota', 'dewan', 'ri', 'suruh', 'diem', 'bubarin', 'sendirikocak']"
semoga lancar pak prabowo,"['moga', 'lancar', 'prabowo']"
akhirnyabrbrterima kasih pak jokowi  tahun sudah memimpin indonesiatak ada manusia yang sempurnatapi kebaikanmu tetap dikenangbrbrselamat bertugas presiden dan wapres terpilih  tuhan berkati,"['akhirnyabrbrterima', 'kasih', 'jokowi', 'pimpin', 'indonesiatak', 'manusia', 'sempurnatapi', 'baik', 'dikenangbrbrselamat', 'tugas', 'presiden', 'wapres', 'pilih', 'tuhan', 'berkat']"
selat dan sukses atas pelantikan presiden dan wapres siang tadibrbrsmg pak presiden prabowo bisa menyelesaikan kasus nasab baalwi sebelun terjadi perang saudara di nkri,"['selat', 'sukses', 'lantik', 'presiden', 'wapres', 'siang', 'tadibrbrsmg', 'presiden', 'prabowo', 'selesai', 'nasab', 'baalwi', 'bun', 'perang', 'saudara', 'nkri']"
selalu membara setiap pidato pak prabowo ayo pak jadikan indonesia makmur dan sejahtera serta tidak ada lagi penindasan hukum di indonesia ini   babat habis para koruptor pak,"['bara', 'pidato', 'prabowo', 'ayo', 'jadi', 'indonesia', 'makmur', 'sejahtera', 'tindas', 'hukum', 'indonesia', 'babat', 'habis', 'koruptor']"
semoga indonesia menuju lebih baik ,"['moga', 'indonesia']"
dugaan saya benar kalau ibu veronica tan jadi wakit mentri pemberdayan wanita dan anakcocokk tp lbh cocok klu jd mentri ny,"['duga', 'veronica', 'tan', 'wakit', 'tri', 'pemberdayan', 'wanita', 'anakcocokk', 'tp', 'lbh', 'cocok', 'klu', 'jd', 'tri', 'ny']"
slamat pelantikan smga panjang umurjng jadi banci klo ada yg buat onar musnahkan ajasuruh pulang ke negaranya,"['slamat', 'lantik', 'smga', 'umurjng', 'banci', 'klo', 'yg', 'onar', 'musnah', 'ajasuruh', 'pulang', 'negara']"
kenapa yg jadi presiden dari jaman soekarno gk ada yg org jawa barat pasti jawa tengah atau jawa timur apa lagi dari luar jawa,"['yg', 'presiden', 'jaman', 'soekarno', 'gk', 'yg', 'org', 'jawa', 'barat', 'jawa', 'jawa', 'timur', 'jawa']"
berlian pemikirannya pak presiden prabowo pernah sekolah di hk semoga jd presiden yg amana,"['berlian', 'pikir', 'presiden', 'prabowo', 'sekolah', 'hk', 'moga', 'jd', 'presiden', 'yg', 'amana']"
moga indonesia makin maju dan berjaya,"['moga', 'indonesia', 'maju', 'jaya']"
semoga berjalan lancar gk ada halangan suatu apasukses dan sehat selalu seluruh crewdan masyarakat indonesiaamin,"['moga', 'jalan', 'lancar', 'gk', 'halang', 'apasukses', 'sehat', 'crewdan', 'masyarakat', 'indonesiaamin']"
selamat bekerja bapak prabowo terimakasih bapak jokowi,"['selamat', 'prabowo', 'terimakasih', 'jokowi']"
terima kasih pak jokowi telah berjasa demi tanah airku kami sayang pak jokowi presiden ri ke   selamat dilantik nya presiden ri dan wakil presiden ri  pak prabowo  gibran selamat bekerja untuk indonesia ku,"['terima', 'kasih', 'jokowi', 'jasa', 'tanah', 'air', 'sayang', 'jokowi', 'presiden', 'ri', 'selamat', 'lantik', 'nya', 'presiden', 'ri', 'wakil', 'presiden', 'ri', 'prabowo', 'gibran', 'selamat', 'indonesia', 'ku']"
bu mega ko gk kliatan ya,"['bu', 'mega', 'ko', 'gk', 'kliatan', 'ya']"
akhirnya bisa bapak bisa berjalan di karpet merah ya pak  tugas kami selesai ya pak brkami serahkan kedaulatan republik ini di bawah kepemimpinan bapak,"['jalan', 'karpet', 'merah', 'ya', 'tugas', 'selesai', 'ya', 'brkami', 'serah', 'daulat', 'republik', 'pimpin']"
wah bangga dg presiden yg baru dilantiketikanya luar biasa pidatonya berapi dan gak malu utk membuka fakta di depan undangan dari negara lain salut semoga tuhan yesus selalu memberkati dan terus melimpahkan anugerahnya utk nkri tercintaamin amin amin,"['bangga', 'dg', 'presiden', 'yg', 'dilantiketikanya', 'pidato', 'rap', 'gak', 'malu', 'utk', 'buka', 'fakta', 'undang', 'negara', 'salut', 'moga', 'tuhan', 'yesus', 'kati', 'limpah', 'anugerah', 'utk', 'nkri', 'tercintaamin', 'amin', 'amin']"
semoga indonesia tambah ok,"['moga', 'indonesia', 'ok']"
kita berbeda tapi kita tetap satuh ,"['beda', 'satuh']"
a href free free palestine ,"['a', 'href', 'free', 'free', 'palestine']"
semoga perisiden  yg baru ini dia bisa bawa rakyat di jalan benar dan damai brseperti program nya beliau pak ir joko widodo mantan perisiden yg dulu,"['moga', 'perisiden', 'yg', 'bawa', 'rakyat', 'jalan', 'damai', 'brseperti', 'program', 'nya', 'beliau', 'ir', 'joko', 'widodo', 'mantan', 'perisiden', 'yg']"
terima kasih kepada bapak persedin  ke  selamat bertugas kepada bapak persedin ke  semoga bisa mengemban tugas negara ,"['terima', 'kasih', 'din', 'selamat', 'tugas', 'din', 'moga', 'emban', 'tugas', 'negara']"
semoga menjadi lebih baik lagi dari yg baik untuk indonesia,"['moga', 'yg', 'indonesia']"
semoga di bawah kepemimpinan presiden bpk prabowo subianto dan wakilnya gibran  indonesia lebih maju disegala bidang rakyat lebih sejahtera dan tidak ada sifat mengadu domba tentang agama yg ada di indonesia negara lebih dihargai di kancah dunia,"['moga', 'pimpin', 'presiden', 'bpk', 'prabowo', 'subianto', 'wakil', 'gibran', 'indonesia', 'maju', 'segala', 'bidang', 'rakyat', 'sejahtera', 'sifat', 'adu', 'domba', 'agama', 'yg', 'indonesia', 'negara', 'harga', 'kancah', 'dunia']"
